Confidence,SKU,Item Name,Category,Current Measure Type,Current Base UOM,Recommended Measure Type,Recommended Base UOM,Pack Analysis,Industry Standard,Reasoning
"HIGH","FDCHEPISTAC","Pistachios RAW Shelled 5#","food","Each","ea","Weight","lb","Pack: 1x 5lb = 5lb total. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack: 1x 5lb = 5lb total. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","IT9918","Fever Tree Gingerbeer 500ml","bar_consumables","Each","ea","Volume","oz","Pack: 8x 500ml. Volume accumulates to 135.256. Volume-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack: 8x 500ml. Volume accumulates to 135.256. Volume-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","10018","Green Onion - Food 1bunch","produce","Each","lb","Each","ea","Pack contains 6 units. Count-based.","Industry standard: Herbs/leafy greens tracked by bunch/head","✅ Industry standard: Industry standard: Herbs/leafy greens tracked by bunch/head | ⚠️  Pack analysis: Pack contains 6 units. Count-based."
"HIGH","0081027-01","Shrimp 21/25 1lb","seafood","Volume","lb","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","0037009-01","Hot Dog 1lb","meat","Volume","lb","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","IT10530321","Apple Cider VInegar 200ml","grocery","Each","oz","Volume","oz","Pack: 1x 200ml. Volume accumulates to 6.7628. Volume-based.","Industry standard: Liquid pantry items tracked by volume","✅ Pack analysis: Pack: 1x 200ml. Volume accumulates to 6.7628. Volume-based. | ⚠️  Industry standard: Industry standard: Liquid pantry items tracked by volume"
"HIGH","AJI05","Aji (Spanish Mackerel) 1lb","seafood","Each","lb","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","FDCHESPCPAP","SPC Paprika Spanish 1/5 LB PC Pi#: 5","food","Each","ea","Weight","lb","Pack: 1x 5lb = 5lb total. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack: 1x 5lb = 5lb total. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","DYGENCREAMH","Cream Heavy | OAK Farms 1/1.5 GL","dairy","Each","gal","Volume","gal","Pack contains 1 units. Count-based.","Industry standard: Liquid dairy tracked by volume","✅ Industry standard: Industry standard: Liquid dairy tracked by volume | ⚠️  Pack analysis: Pack contains 1 units. Count-based."
"HIGH","ALB02","Albacore 1lb","seafood","Each","lb","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","FDCHECHSBLU01","CHS Blue Point Reyes Original Whole 1/6.5 Lb Pc","food","Each","ea","Weight","lb","Pack: 1x 6.5lb = 6.5lb total. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack: 1x 6.5lb = 6.5lb total. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","IT9021866","Pineapple Juice 6oz","bar_consumables","Each","ea","Weight","lb","Pack: 48x 6oz = 288oz total. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack: 48x 6oz = 288oz total. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","0083460-01","Salmon, Faroe Island 1lb","seafood","Volume","lb","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","25015","Kosher Salt 1lb","grocery","Volume","ea","Weight","lb","Multiple units (27) of 1lb. Count-based with weight per unit.","Industry standard: Bulk dry goods tracked by weight","✅ Industry standard: Industry standard: Bulk dry goods tracked by weight | ⚠️  Pack analysis: Multiple units (27) of 1lb. Count-based with weight per unit."
"HIGH","0012019-01","Pork Loin Rib 1lb","meat","Volume","lb","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","12906","Hen Of The Woods Mushroom 3.5oz","produce","Volume","ea","Weight","lb","Pack: 24x 3.5oz = 84oz total. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack: 24x 3.5oz = 84oz total. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","IT14131","Blue Cheese Olives 1lb","bar_consumables","Each","oz","Volume","oz","Pack: 1x 1l. Volume accumulates to 33.814. Volume-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack: 1x 1l. Volume accumulates to 33.814. Volume-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","FDCHETARRAG","Tarragon Fresh 1# LB","food","Each","ea","Weight","lb","Pack: 1x 1lb = 1lb total. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack: 1x 1lb = 1lb total. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","ITGENOILCAN","OIL Canola Pure 1/35 LB TUB","pantry","Each","oz","Weight","lb","Pack: 1x 35lb = 35lb total. Weight-based.","Industry standard: Liquid pantry items tracked by volume","✅ Pack analysis: Pack: 1x 35lb = 35lb total. Weight-based. | ⚠️  Industry standard: Industry standard: Liquid pantry items tracked by volume"
"HIGH","FDCHECHSPAR","CHS Parm Reggiano 1/4's 1/20 LB PC Pi#: 5","food","Each","ea","Weight","lb","Pack: 1x 20lb = 20lb total. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack: 1x 20lb = 20lb total. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","0083033-01","Littleneck Clams 1lb","seafood","Volume","lb","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","MTCHEPORKGR","Pork Ground 1/15 LB CS CW","meat","Each","lb","Weight","lb","Pack: 1x 15lb = 15lb total. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Pack: 1x 15lb = 15lb total. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","FDCHEORANGE01","Oranges Blood Fancy 15# LB","food","Each","ea","Weight","lb","Pack: 1x 15lb = 15lb total. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack: 1x 15lb = 15lb total. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","KANP02","Kampachi 1lb","seafood","Volume","lb","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","02317","American Cheese, Sliced 1lb","dairy","Volume","lb","Weight","lb","Multiple units (5) of 1lb. Count-based with weight per unit.","Industry standard: Solid dairy tracked by weight","✅ Industry standard: Industry standard: Solid dairy tracked by weight | ⚠️  Pack analysis: Multiple units (5) of 1lb. Count-based with weight per unit."
"HIGH","88951","Fresno Red 1lb","beverage","Volume","oz","Weight","lb","Single unit of 1lb. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","ITGENSPCSEA","SPC SEA Salt Flakes 1/3.1 LB PC Pi#: 5","pantry","Each","ea","Weight","lb","Pack contains 1 units. Count-based.","Industry standard: Bulk dry goods tracked by weight","✅ Industry standard: Industry standard: Bulk dry goods tracked by weight | ⚠️  Pack analysis: Pack contains 1 units. Count-based."
"HIGH","IT611800812","A5 Wagyu Miyazaki Strip 1lb","meat","Each","lb","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","VN160031","Achiote Paste 1oz","grocery","Each","ea","Weight","lb","Pack: 14x 1oz = 14oz total. Weight-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Pack: 14x 1oz = 14oz total. Weight-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","77118","Garbanzo Bean, Canned 108oz","grocery","Volume","ea","Weight","lb","Pack: 1x 108oz = 108oz total. Weight-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Pack: 1x 108oz = 108oz total. Weight-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","0038014-01","Duck Breast 1lb","meat","Volume","lb","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","10771925","Tomato, Whole Peeled 102oz","grocery","Volume","ea","Weight","lb","Pack: 6x 102oz = 612oz total. Weight-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Pack: 6x 102oz = 612oz total. Weight-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","IT10102545","46% Val Bahibe Milk Feves 1kg","grocery","Each","ea","Weight","lb","Pack: 3x 1kg = 3kg total. Weight-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Pack: 3x 1kg = 3kg total. Weight-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","IT10872793","Agar Agar 1lb","grocery","Each","ea","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","FDCHEVEGALE","Vegalene PAN Coating Spray 6/17 OZ","food","Each","ea","Weight","lb","Pack: 6x 17oz = 102oz total. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack: 6x 17oz = 102oz total. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","FDCHEGOLDPO","Gold Powder (edible) 1/2 OZ PC","food","Each","ea","Weight","lb","Pack: 1x 2oz = 2oz total. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack: 1x 2oz = 2oz total. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","IT230204RP","Aleppo Pepper 1lb","grocery","Each","ea","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","IT18621","Anchovy, Canned 28oz","grocery","Each","ea","Weight","lb","Pack: 1x 28oz = 28oz total. Weight-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Pack: 1x 28oz = 28oz total. Weight-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","01684","Chives - Food 4oz","produce","Volume","ea","Weight","lb","Pack: 2x 4oz = 8oz total. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack: 2x 4oz = 8oz total. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","16433","Brown Sugar, Dark 1lb","grocery","Volume","lb","Weight","lb","Multiple units (50) of 1lb. Count-based with weight per unit.","Industry standard: Bulk dry goods tracked by weight","✅ Industry standard: Industry standard: Bulk dry goods tracked by weight | ⚠️  Pack analysis: Multiple units (50) of 1lb. Count-based with weight per unit."
"HIGH","0020970-01","Chicken Wing, Frozen 1lb","meat","Volume","lb","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","201010","Red Bull 8.4fl.oz","beverage","Volume","oz","Each","ea","Pack contains 24 units. Count-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack contains 24 units. Count-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","409127","Red Bull Sugar Free 1each","beverage","Volume","oz","Each","ea","Pack contains 24 units. Count-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack contains 24 units. Count-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","09592","Basil - Food 4oz","produce","Volume","ea","Each","ea","Pack: 1x 4oz = 4oz total. Weight-based.","Industry standard: Herbs/leafy greens tracked by bunch/head","✅ Industry standard: Industry standard: Herbs/leafy greens tracked by bunch/head | ⚠️  Pack analysis: Pack: 1x 4oz = 4oz total. Weight-based."
"HIGH","ITGENGOLDEN01","WA Golden Sesame OIL 6/1.8 LT","pantry","Each","oz","Volume","oz","Pack: 6x 1.8l. Volume accumulates to 10.8. Volume-based.","Industry standard: Liquid pantry items tracked by volume","✅ Pack analysis: Pack: 6x 1.8l. Volume accumulates to 10.8. Volume-based. | ⚠️  Industry standard: Industry standard: Liquid pantry items tracked by volume"
"HIGH","6018001-10","Wagyu Striploin 1lb","meat","Volume","lb","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","HIR11","Hirame (Fluke) 1lb","seafood","Volume","lb","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","02325","Provolone Cheese 1lb","dairy","Volume","lb","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Solid dairy tracked by weight","✅ Industry standard: Industry standard: Solid dairy tracked by weight | ⚠️  Pack analysis: Single unit of 1lb. Weight-based."
"HIGH","72898","Tahini 1lb","grocery","Volume","ea","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","0023024-01","Chicken Wing 1lb","meat","Volume","lb","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","SPJETDCOKE","Diet Coke - Bev 8fl.oz","beverage","Volume","oz","Each","ea","Pack contains 24 units. Count-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack contains 24 units. Count-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","10444781","Topo Chico 12fl.oz","beverage","Volume","oz","Each","ea","Pack contains 24 units. Count-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack contains 24 units. Count-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","10754931","Oat Milk 1L","beverage","Volume","oz","Each","ea","Packaged volume items (6 containers). Count-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Packaged volume items (6 containers). Count-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","PT-PCM50","Pacific Coast Mint - Pyramid Teabags 1each","beverage","Volume","oz","Each","ea","Pack contains 50 units. Count-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack contains 50 units. Count-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","ITGENPICKLI","Pickling Spice JAR 4# EA","pantry","Each","ea","Weight","lb","Pack: 1x 4lb = 4lb total. Weight-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Pack: 1x 4lb = 4lb total. Weight-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","SFGENSHRIMP","Shrimp EZ Peel U12 Returned 10/2 LB","seafood","Each","lb","Weight","lb","Pack: 10x 2lb = 20lb total. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Pack: 10x 2lb = 20lb total. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","IT2693007","Diet Coke 7.5oz 7.5fl.oz","non_alcoholic_beverage","Each","ea","Weight","lb","Pack: 24x 7.5oz = 180oz total. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack: 24x 7.5oz = 180oz total. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","FDCHECHSBLU","CHS Blue Point Reyes Orig Whl 1/6.5 Lb Pc Pi#: 51","food","Each","ea","Weight","lb","Pack: 1x 6.5lb = 6.5lb total. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack: 1x 6.5lb = 6.5lb total. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","0017418-01","Beef Tenderloin 5 up 1lb","meat","Volume","lb","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","10305297","Calabrian Pepper, Crushed 950g","grocery","Weight","ea","Weight","lb","Single unit of 950g. Weight-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Single unit of 950g. Weight-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","0012450-01","Pork Chop, Frenched 1lb","meat","Volume","lb","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","0017339-01 ","Tail Flap 1lb","meat","Volume","lb","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","22444","Pea Tendrils 1lb","produce","Volume","ea","Weight","lb","Single unit of 1lb. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","0016177-01","Loup de Mer 1lb","seafood","Volume","lb","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","33412","Siracha 28oz","grocery","Volume","ea","Weight","lb","Pack: 12x 28oz = 336oz total. Weight-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Pack: 12x 28oz = 336oz total. Weight-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","099012","Scrappy’s Firewater Tincture 5oz","beverage","Volume","oz","Weight","lb","Pack: 1x 5oz = 5oz total. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack: 1x 5oz = 5oz total. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","FDFARBROCCO","Broccoli (24lbs) 2L","food","Each","ea","Weight","lb","Pack: 1x 24lb = 24lb total. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack: 1x 24lb = 24lb total. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","ITGENOILCAN01","OIL Canola Pure 1/35 LB TUB","pantry","Each","oz","Weight","lb","Pack: 1x 35lb = 35lb total. Weight-based.","Industry standard: Liquid pantry items tracked by volume","✅ Pack analysis: Pack: 1x 35lb = 35lb total. Weight-based. | ⚠️  Industry standard: Industry standard: Liquid pantry items tracked by volume"
"HIGH","SFGEN67500L","CS 67500L Bogal 3 Sol 3 Rand LVU Jam Shrimp 61.14.75","seafood","Each","lb","Volume","oz","Pack: 1x 67500l. Volume accumulates to 67500. Volume-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Pack: 1x 67500l. Volume accumulates to 67500. Volume-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","104063","White Cooking Wine 1L","grocery","Volume","ea","Each","ea","Packaged volume items (3 containers). Count-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Packaged volume items (3 containers). Count-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","10015","Leek 1leek","produce","Volume","ea","Each","ea","Pack contains 3 units. Count-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack contains 3 units. Count-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","00790","Chives 1lb","produce","Volume","ea","Weight","lb","Single unit of 1lb. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","0009026-01","Duck Bones, Frozen 1lb","meat","Volume","lb","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","MTTEXABABEE","ABA Beef DA KC Strip Stk B/in 18 Oz 10 Pc 11.25#","meat","Each","lb","Each","ea","Pack: 1x 18oz = 18oz total. Weight-based.","Industry standard: Pre-portioned proteins tracked by count, recipes use count or weight","✅ Industry standard: Industry standard: Pre-portioned proteins tracked by count, recipes use count or weight | ⚠️  Pack analysis: Pack: 1x 18oz = 18oz total. Weight-based."
"HIGH","SCAL01","Scallop (Hotate) 1lb","seafood","Volume","lb","Each","ea","Single unit of 1lb. Weight-based.","Industry standard: Premium seafood tracked by unit/jar","✅ Industry standard: Industry standard: Premium seafood tracked by unit/jar | ⚠️  Pack analysis: Single unit of 1lb. Weight-based."
"HIGH","0017678-01","Ribeye, Lip, Creekstone 1lb","meat","Volume","lb","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","08134","Wild Rocket Arugula 1lb","produce","Volume","ea","Weight","lb","Single unit of 1lb. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","SPRSHGCOKE","Coke - Bev 8fl.oz","beverage","Volume","oz","Each","ea","Pack contains 24 units. Count-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack contains 24 units. Count-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","SPRSSPRTE","Sprite 8fl.oz","beverage","Volume","oz","Each","ea","Pack contains 24 units. Count-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack contains 24 units. Count-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","BB104","Butter, Unsalted 1lb","dairy","Each","lb","Weight","lb","Multiple units (36) of 1lb. Count-based with weight per unit.","Industry standard: Solid dairy tracked by weight","✅ Industry standard: Industry standard: Solid dairy tracked by weight | ⚠️  Pack analysis: Multiple units (36) of 1lb. Count-based with weight per unit."
"HIGH","0022015-01","Chicken Wing, Jumbo 1lb","meat","Volume","lb","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","FDFARSQUASH","Squash, Butternut (40lbs) 2L","food","Each","ea","Weight","lb","Pack: 1x 40lb = 40lb total. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack: 1x 40lb = 40lb total. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","72260","Tofu, Firm 1oz","grocery","Volume","ea","Weight","lb","Pack: 14x 1oz = 14oz total. Weight-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Pack: 14x 1oz = 14oz total. Weight-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","MTTEXANGUSG","Angus Ground Beef CBS Patty 4 OZ 12#","meat","Each","lb","Each","ea","Pack contains 1 units. Count-based.","Industry standard: Pre-portioned proteins tracked by count, recipes use count or weight","✅ Industry standard: Industry standard: Pre-portioned proteins tracked by count, recipes use count or weight | ⚠️  Pack analysis: Pack contains 1 units. Count-based."
"HIGH","IT01799","Carrot, Baby Rainbow 1each","produce","Each","lb","Each","ea","Pack contains 24 units. Count-based.","Industry standard: Root vegetables typically tracked by weight","✅ Pack analysis: Pack contains 24 units. Count-based. | ⚠️  Industry standard: Industry standard: Root vegetables typically tracked by weight"
"HIGH","0016289-01","Shrimp U7 1lb","seafood","Volume","lb","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","MTFARBEEFSI","WX - Beef, Sirloin Flap, 421000","meat","Each","lb","Each","ea","Pack contains 1 units. Count-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Pack contains 1 units. Count-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","NAGENWATERP","Water AG DE Pdra Sparkling12/22 OZ","non_alcoholic_beverage","Each","ea","Weight","lb","Pack: 1x 22oz = 22oz total. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack: 1x 22oz = 22oz total. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","ITGEN510401","CS 51040-145395 Rails Inner Negro 01x46 9.15x15 Mai Jamaican Oil","pantry","Each","oz","Each","ea","Pack contains 1 units. Count-based.","Industry standard: Liquid pantry items tracked by volume","✅ Pack analysis: Pack contains 1 units. Count-based. | ⚠️  Industry standard: Industry standard: Liquid pantry items tracked by volume"
"HIGH","IT002300301","Chicken Breast, Boneless 1lb","meat","Each","lb","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","MTTEXBACONS","Bacon Slab Applewood 15#","meat","Each","lb","Weight","lb","Pack: 1x 15lb = 15lb total. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Pack: 1x 15lb = 15lb total. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
